"V1"	"fasta"	"scaffold"	"gene_position"	"start_position"	"end_position"	"strandedness"	"rank"	"ko_id"	"kegg_hit"	"uniref_id"	"uniref_hit"	"uniref_taxonomy"	"uniref_RBH"	"uniref_identity"	"uniref_bitScore"	"uniref_eVal"	"peptidase_id"	"peptidase_family"	"peptidase_hit"	"peptidase_RBH"	"peptidase_identity"	"peptidase_bitScore"	"peptidase_eVal"	"pfam_hits"	"cazy_ids"	"cazy_hits"	"cazy_subfam_ec"	"cazy_best_hit"	"heme_regulatory_motif_count"
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_1610"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	1610	1798338	1799723	1	"B"	"K07649"	"two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]"	"A0A9Q6IGN1_9PSED"	"UniRef90_A0A9Q6IGN1 histidine kinase n=7 Tax=Pseudomonas TaxID=286 RepID=A0A9Q6IGN1_9PSED"	"Pseudomonas"	TRUE	0.898	865	5.166e-280	""	""	""	NA	NA	NA	NA	"Two-component sensor kinase N-terminal [PF08521.14]; Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.30]; His Kinase A (phospho-acceptor) domain [PF00512.29]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_1611"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	1611	1799741	1800562	-1	"B"	""	""	"A0A1Q8EUY8_9PSED"	"UniRef90_A0A1Q8EUY8 Histidine kinase n=10 Tax=Pseudomonas TaxID=286 RepID=A0A1Q8EUY8_9PSED"	"Pseudomonas"	TRUE	0.909	520	2.379e-164	""	""	""	NA	NA	NA	NA	"HDOD domain [PF08668.16]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_1612"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	1612	1800600	1801541	-1	"B"	"K06980"	"tRNA-modifying protein YgfZ"	"A0A1H3MRV0_9PSED"	"UniRef90_A0A1H3MRV0 Aminomethyltransferase folate-binding domain-containing protein n=53 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A1H3MRV0_9PSED"	"Pseudomonadaceae"	TRUE	0.876	571	3.377e-181	""	""	""	NA	NA	NA	NA	"Aminomethyltransferase folate-binding domain [PF01571.25]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_1613"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	1613	1801691	1801945	1	"C"	"K09159"	"antitoxin CptB"	"A0A5E7V2W7_PSEFL"	"UniRef90_A0A5E7V2W7 FAD assembly factor SdhE n=98 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A5E7V2W7_PSEFL"	"Pseudomonadaceae"	FALSE	0.972	174	4.624e-48	""	""	""	NA	NA	NA	NA	"Flavinator of succinate dehydrogenase [PF03937.20]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_1614"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	1614	1801929	1802381	1	"C"	"K19168"	"toxin CptA"	"A0A3G7TJZ0_9PSED"	"UniRef90_A0A3G7TJZ0 Toxin CptA n=47 Tax=Pseudomonas TaxID=286 RepID=A0A3G7TJZ0_9PSED"	"Pseudomonas"	FALSE	0.944	299	3.639e-90	""	""	""	NA	NA	NA	NA	"Membrane-bound toxin component of toxin-antitoxin system [PF07254.16]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_1615"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	1615	1802350	1803966	-1	"B"	"K00278"	"L-aspartate oxidase [EC:1.4.3.16]"	"K9NH54_9PSED"	"UniRef90_K9NH54 L-aspartate oxidase n=1061 Tax=Bacteria TaxID=2 RepID=K9NH54_9PSED"	"Bacteria"	TRUE	0.942	1060	0	""	""	""	NA	NA	NA	NA	"FAD binding domain [PF00890.28]; Fumarate reductase flavoprotein C-term [PF02910.24]; FAD dependent oxidoreductase [PF01266.28]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_1616"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	1616	1804537	1805118	1	"B"	"K03088"	"RNA polymerase sigma-70 factor, ECF subfamily"	"A0A078LXK5_9PSED"	"UniRef90_A0A078LXK5 RNA polymerase sigma factor n=850 Tax=Bacteria TaxID=2 RepID=A0A078LXK5_9PSED"	"Bacteria"	TRUE	0.91	369	2.136e-113	""	""	""	NA	NA	NA	NA	"ECF sigma factor [PF07638.15]; Sigma-70, region 4 [PF08281.16]; Sigma-70 region 2 [PF04542.18]; Sigma-70, region 4 [PF04545.20]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_1617"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	1617	1805150	1805737	1	"B"	"K03597"	"sigma-E factor negative regulatory protein RseA"	"A0A7V8EV00_9PSED"	"UniRef90_A0A7V8EV00 RNA polymerase subunit sigma n=1 Tax=Pseudomonas sp. LD120 TaxID=485751 RepID=A0A7V8EV00_9PSED"	"Pseudomonas sp. LD120"	TRUE	0.865	352	1.825e-107	""	""	""	NA	NA	NA	NA	"Anti sigma-E protein RseA, N-terminal domain [PF03872.17]; Anti sigma-E protein RseA, C-terminal domain [PF03873.17]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_1618"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	1618	1805746	1806708	1	"B"	"K03598"	"sigma-E factor negative regulatory protein RseB"	"A0A0C5E4M8_9PSED"	"UniRef90_A0A0C5E4M8 MucB/RseB N-terminal domain-containing protein n=56 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A0C5E4M8_9PSED"	"Pseudomonadaceae"	TRUE	0.933	627	1.723e-200	""	""	""	NA	NA	NA	NA	"MucB/RseB N-terminal domain [PF03888.18]; MucB/RseB C-terminal domain [PF17188.8]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_1619"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	1619	1806954	1808381	1	"B"	"K04771"	"serine protease Do [EC:3.4.21.107]"	"DEGPL_PSEF5"	"UniRef90_Q4KGQ4 Probable periplasmic serine endoprotease DegP-like n=643 Tax=Bacteria TaxID=2 RepID=DEGPL_PSEF5"	"Bacteria"	TRUE	0.893	887	2.957e-287	"MER0407197"	"S01C"	"MER0407197 - MucD peptidase (Pseudomonas fluorescens) [S01.453]#S01C#{peptidase unit: 95-444}~source EIK71050~"	TRUE	0.888	649	2.64e-207	"Trypsin-like peptidase domain [PF13365.10]; PDZ domain [PF13180.10]; PDZ domain [PF17820.5]; PDZ domain [PF00595.28]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_1620"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	1620	1808458	1809891	-1	"B"	"K01423"	"beta-barrel assembly-enhancing protease [EC:3.4.-.-]"	"A0A423N338_PSEFL"	"UniRef90_A0A423N338 Putative beta-barrel assembly-enhancing protease n=165 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A423N338_PSEFL"	"Pseudomonadaceae"	TRUE	0.863	853	1.367e-275	"MER0889356"	"M48C"	"MER0889356 - subfamily M48C unassigned peptidases (Pseudomonas chlororaphis) [M48.UPC]#M48C#{peptidase unit: 30-256}~source A0A0E1E040~"	TRUE	0.914	436	1.264e-133	"Peptidase family M48 [PF01435.22]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_1621"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	1621	1809989	1810228	1	"C"	"K04085"	"tRNA 2-thiouridine synthesizing protein A [EC:2.8.1.-]"	"A0A0S4HR60_9PSED"	"UniRef90_A0A0S4HR60 Sulfurtransferase TusA n=256 Tax=Bacteria TaxID=2 RepID=A0A0S4HR60_9PSED"	"Bacteria"	FALSE	0.942	158	1.132e-42	""	""	""	NA	NA	NA	NA	"Sulfurtransferase TusA [PF01206.21]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_1622"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	1622	1810270	1811340	1	"B"	"K03548"	"putative permease"	"G8PYF2_PSEO1"	"UniRef90_G8PYF2 YfgO n=673 Tax=Bacteria TaxID=2 RepID=G8PYF2_PSEO1"	"Bacteria"	TRUE	0.865	640	2.795e-204	""	""	""	NA	NA	NA	NA	"AI-2E family transporter [PF01594.20]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_1623"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	1623	1811412	1811885	-1	"C"	"K03564"	"thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]"	"G8PYF3_PSEO1"	"UniRef90_G8PYF3 thioredoxin-dependent peroxiredoxin n=218 Tax=cellular organisms TaxID=131567 RepID=G8PYF3_PSEO1"	"cellular organisms"	FALSE	0.941	312	2.088e-94	""	""	""	NA	NA	NA	NA	"AhpC/TSA family [PF00578.25]; Redoxin [PF08534.14]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_1624"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	1624	1811896	1812456	-1	"B"	"K03567"	"glycine cleavage system transcriptional repressor"	"UPI0021B57633"	"UniRef90_UPI0021B57633 glycine cleavage system protein R n=1 Tax=Pseudomonas citri TaxID=2978349 RepID=UPI0021B57633"	"Pseudomonas citri"	TRUE	0.94	369	1.533e-113	""	""	""	NA	NA	NA	NA	""	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_1625"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	1625	1812783	1813661	1	"B"	"K01714"	"4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]"	"Q4KGP8_PSEF5"	"UniRef90_Q4KGP8 4-hydroxy-tetrahydrodipicolinate synthase n=262 Tax=Pseudomonadota TaxID=1224 RepID=Q4KGP8_PSEF5"	"Pseudomonadota"	TRUE	0.894	546	7.311e-173	""	""	""	NA	NA	NA	NA	"Dihydrodipicolinate synthetase family [PF00701.26]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_1626"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	1626	1813679	1814791	1	"B"	"K07287"	"outer membrane protein assembly factor BamC"	"A0A0D5Y4Y6_9PSED"	"UniRef90_A0A0D5Y4Y6 Outer membrane protein assembly factor BamC n=27 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A0D5Y4Y6_9PSED"	"Pseudomonadaceae"	TRUE	0.919	713	4.892e-229	""	""	""	NA	NA	NA	NA	"NlpB/DapX lipoprotein [PF06804.15]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_1627"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	1627	1814796	1815554	1	"B"	""	""	"A0A7S5HLI2_9PSED"	"UniRef90_A0A7S5HLI2 MBL fold metallo-hydrolase n=44 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A7S5HLI2_9PSED"	"Pseudomonadaceae"	TRUE	0.984	525	2.016e-166	""	""	""	NA	NA	NA	NA	"Beta-lactamase superfamily domain [PF12706.11]; Metallo-beta-lactamase superfamily [PF00753.31]; Beta-lactamase superfamily domain [PF13483.10]; Metallo-beta-lactamase superfamily domain [PF16661.9]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_1628"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	1628	1815583	1816293	1	"B"	"K01923"	"phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6]"	"PUR7_PSESM"	"UniRef90_Q87Y59 Phosphoribosylaminoimidazole-succinocarboxamide synthase n=976 Tax=Bacteria TaxID=2 RepID=PUR7_PSESM"	"Bacteria"	TRUE	0.947	471	3.978e-148	""	""	""	NA	NA	NA	NA	"SAICAR synthetase [PF01259.22]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_1629"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	1629	1817067	1817711	-1	"B"	""	""	"A0A554PNW1_9PSED"	"UniRef90_A0A554PNW1 Two pore domain potassium channel family protein n=8 Tax=Pseudomonas TaxID=286 RepID=A0A554PNW1_9PSED"	"Pseudomonas"	TRUE	0.921	415	7.419e-129	""	""	""	NA	NA	NA	NA	"Ion channel [PF07885.20]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_1630"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	1630	1817792	1819075	-1	"B"	""	""	"A0A554PNW6_9PSED"	"UniRef90_A0A554PNW6 PucR family transcriptional regulator n=3 Tax=Pseudomonas TaxID=286 RepID=A0A554PNW6_9PSED"	"Pseudomonas"	TRUE	0.951	855	2.808e-277	""	""	""	NA	NA	NA	NA	"PucR C-terminal helix-turn-helix domain [PF13556.10]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_1631"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	1631	1819579	1820631	1	"B"	"K15549"	"membrane fusion protein, multidrug efflux system"	"A0A554PNV2_9PSED"	"UniRef90_A0A554PNV2 Multidrug transporter subunit MdtN n=3 Tax=Pseudomonas TaxID=286 RepID=A0A554PNV2_9PSED"	"Pseudomonas"	TRUE	0.913	669	2.175e-214	""	""	""	NA	NA	NA	NA	"Barrel-sandwich domain of CusB or HlyD membrane-fusion [PF16576.9]; Cation efflux system protein CusB domain 1 [PF00529.24]; HlyD family secretion protein [PF13437.10]; Biotin-lipoyl like [PF13533.10]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_1632"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	1632	1820628	1822634	1	"B"	"K15547"	"multidrug resistance protein MdtO"	"A0A554PNV9_9PSED"	"UniRef90_A0A554PNV9 FUSC family protein n=7 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A554PNV9_9PSED"	"Pseudomonadaceae"	TRUE	0.908	1268	0	""	""	""	NA	NA	NA	NA	"Fusaric acid resistance protein family [PF04632.16]; Fusaric acid resistance protein-like [PF13515.10]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_1633"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	1633	1823085	1825496	1	"B"	"K00117"	"quinoprotein glucose dehydrogenase [EC:1.1.5.2]"	"A0A554PNV1_9PSED"	"UniRef90_A0A554PNV1 Membrane-bound PQQ-dependent dehydrogenase, glucose/quinate/shikimate family n=6 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A554PNV1_9PSED"	"Pseudomonadaceae"	TRUE	0.993	1685	0	""	""	""	NA	NA	NA	NA	"PQQ-like domain [PF13360.10]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_1634"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	1634	1825677	1825811	1	"E"	""	""	""	""	""	NA	NA	NA	NA	""	""	""	NA	NA	NA	NA	""	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_1635"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	1635	1826080	1832745	-1	"B"	""	""	"A0A554PNX0_9PSED"	"UniRef90_A0A554PNX0 Type I secretion C-terminal target domain-containing protein n=12 Tax=Pseudomonas TaxID=286 RepID=A0A554PNX0_9PSED"	"Pseudomonas"	TRUE	0.876	4039	0	"MER0252948"	"U69"	"MER0252948 - family U69 unassigned peptidases (Mesorhizobium opportunistum) [U69.UPW]#U69#{peptidase unit: 271-527}~source YP_004614519~"	FALSE	0.625	314	8.867e-84	"Bacterial Ig-like domain [PF19078.4]; Bacterial cadherin-like domain [PF17803.5]; Bacterial Ig domain [PF17963.5]; Cadherin-like domain [PF17892.5]; Cadherin domain [PF00028.21]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_1636"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	1636	1833532	1834020	1	"C"	""	""	"A0A554PNV6_9PSED"	"UniRef90_A0A554PNV6 Hpt domain-containing protein n=16 Tax=Pseudomonas TaxID=286 RepID=A0A554PNV6_9PSED"	"Pseudomonas"	FALSE	0.952	326	3.084e-99	""	""	""	NA	NA	NA	NA	""	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_1637"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	1637	1834130	1834759	-1	"B"	"K07690"	"two-component system, NarL family, response regulator EvgA"	"A0A0D5Y445_9PSED"	"UniRef90_A0A0D5Y445 LuxR family transcriptional regulator n=27 Tax=Pseudomonas TaxID=286 RepID=A0A0D5Y445_9PSED"	"Pseudomonas"	TRUE	0.891	390	2.495e-120	""	""	""	NA	NA	NA	NA	"Response regulator receiver domain [PF00072.28]; Bacterial regulatory proteins, luxR family [PF00196.23]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_1638"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	1638	1835280	1835843	1	"C"	"K07345"	"major type 1 subunit fimbrin (pilin)"	"A0A285FUY9_9PSED"	"UniRef90_A0A285FUY9 Major type 1 subunit fimbrin (Pilin) n=25 Tax=Pseudomonas TaxID=286 RepID=A0A285FUY9_9PSED"	"Pseudomonas"	FALSE	0.866	338	7.814e-103	""	""	""	NA	NA	NA	NA	"Type-1 fimbrial protein, A [PF16970.9]; Fimbrial protein [PF00419.24]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_1639"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	1639	1835868	1836635	1	"B"	"K15540"	"chaperone protein EcpD"	"A0A7S5HLH7_9PSED"	"UniRef90_A0A7S5HLH7 Molecular chaperone n=40 Tax=Pseudomonas TaxID=286 RepID=A0A7S5HLH7_9PSED"	"Pseudomonas"	TRUE	0.953	513	4.082e-162	""	""	""	NA	NA	NA	NA	"Pili and flagellar-assembly chaperone, PapD N-terminal domain [PF00345.24]; Pili assembly chaperone PapD, C-terminal domain [PF02753.21]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_1640"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	1640	1836806	1839355	1	"B"	"K07347"	"outer membrane usher protein"	"A0A1H3MQL1_9PSED"	"UniRef90_A0A1H3MQL1 Outer membrane usher protein n=2 Tax=Pseudomonas sp. NFIX28 TaxID=1566235 RepID=A0A1H3MQL1_9PSED"	"Pseudomonas sp. NFIX28"	TRUE	0.814	1388	0	""	""	""	NA	NA	NA	NA	"Outer membrane usher protein [PF00577.24]; PapC N-terminal domain [PF13954.10]; PapC C-terminal domain [PF13953.10]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_1641"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	1641	1839355	1840134	1	"B"	""	""	"A0A3G7LUQ7_9PSED"	"UniRef90_A0A3G7LUQ7 Putative pilin chaperone n=9 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A3G7LUQ7_9PSED"	"Pseudomonadaceae"	TRUE	0.917	498	5.733e-157	""	""	""	NA	NA	NA	NA	"Pili and flagellar-assembly chaperone, PapD N-terminal domain [PF00345.24]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_1642"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	1642	1840109	1841884	1	"B"	""	""	"A0A7S5HLG5_9PSED"	"UniRef90_A0A7S5HLG5 POTRA domain-containing protein n=56 Tax=Pseudomonas TaxID=286 RepID=A0A7S5HLG5_9PSED"	"Pseudomonas"	TRUE	0.963	1139	0	""	""	""	NA	NA	NA	NA	"Haemolysin secretion/activation protein ShlB/FhaC/HecB [PF03865.17]; POTRA domain, ShlB-type [PF08479.15]; Omp85 superfamily domain [PF01103.27]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_1643"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	1643	1841967	1844984	1	"B"	""	""	"A0A554PNX7_9PSED"	"UniRef90_A0A554PNX7 Filamentous hemagglutinin N-terminal domain-containing protein n=21 Tax=Pseudomonas TaxID=286 RepID=A0A554PNX7_9PSED"	"Pseudomonas"	TRUE	0.904	1895	0	"MER0369583"	"M26"	"MER0369583 - family M26 unassigned peptidases (Serratia plymuthica) [M26.UPW]#M26#{peptidase unit: 405-673}~source ZP_16222508~"	FALSE	0.395	192	1.252e-47	"TPS secretion domain [PF05860.17]; M26 IgA1-specific Metallo-endopeptidase N-terminal region [PF05342.18]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_1644"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	1644	1845173	1846345	1	"B"	""	""	"A0A7S5HLH5_9PSED"	"UniRef90_A0A7S5HLH5 Fimbrial protein n=12 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A7S5HLH5_9PSED"	"Pseudomonadaceae"	TRUE	0.964	793	1.515e-256	""	""	""	NA	NA	NA	NA	"Fimbrial protein [PF00419.24]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_1645"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	1645	1846439	1847368	1	"B"	"K18297"	"LysR family transcriptional regulator, mexEF-oprN operon transcriptional activator"	"A0A3M3EZY3_9PSED"	"UniRef90_A0A3M3EZY3 HTH lysR-type domain-containing protein n=12 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A3M3EZY3_9PSED"	"Pseudomonadaceae"	TRUE	0.902	568	3.49e-180	""	""	""	NA	NA	NA	NA	"LysR substrate binding domain [PF03466.24]; Bacterial regulatory helix-turn-helix protein, lysR family [PF00126.31]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_1646"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	1646	1847463	1847825	1	"C"	"K01826"	"5-carboxymethyl-2-hydroxymuconate isomerase [EC:5.3.3.10]"	"A0A0D5Y4X0_9PSED"	"UniRef90_A0A0D5Y4X0 5-carboxymethyl-2-hydroxymuconate isomerase n=27 Tax=Pseudomonas TaxID=286 RepID=A0A0D5Y4X0_9PSED"	"Pseudomonas"	FALSE	0.883	223	3.48e-64	""	""	""	NA	NA	NA	NA	"5-carboxymethyl-2-hydroxymuconate isomerase [PF02962.19]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_1647"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	1647	1847850	1848788	-1	"B"	""	""	"A0A0D5Y4Z7_9PSED"	"UniRef90_A0A0D5Y4Z7 LysR family transcriptional regulator n=35 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A0D5Y4Z7_9PSED"	"Pseudomonadaceae"	TRUE	0.922	604	1.41e-192	""	""	""	NA	NA	NA	NA	"Bacterial regulatory helix-turn-helix protein, lysR family [PF00126.31]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_1648"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	1648	1848973	1849881	-1	"B"	""	""	"A0A2N8AQT1_9PSED"	"UniRef90_A0A2N8AQT1 EamA family transporter n=61 Tax=Pseudomonas TaxID=286 RepID=A0A2N8AQT1_9PSED"	"Pseudomonas"	TRUE	0.87	549	1.281e-173	""	""	""	NA	NA	NA	NA	""	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_1649"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	1649	1849898	1851082	-1	"B"	"K03449"	"MFS transporter, CP family, cyanate transporter"	"A0A554PNY0_9PSED"	"UniRef90_A0A554PNY0 CynX/NimT family MFS transporter n=63 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A554PNY0_9PSED"	"Pseudomonadaceae"	TRUE	0.924	764	2.436e-246	""	""	""	NA	NA	NA	NA	""	""	""	""	""	0
